JAAR;PLAATS;Amsterdam Code,
1867;Staphorst;11362,
1872;Dordrecht;11157,
1872;Rotterdam;10345,
1872;Heerenveen;10680,
1872;Zwollerkerspel;10654,
1872;De Krim;11339,
1872;Weststellingwerf;11322,
1872;Woerden;10974,
1872;Lemsterland;10142,
1872;Leeuwarden;11228,
1872;Oldemarkt;10858,
1872;Veenendaal;11052,
1872;Rotterdam;10345,
1872;Arnhem;10795,
1872;'s-Gravenhage;11434,
1872;Zaandam;11044,
1872;Delfshaven;10908,
1872;Enschede;10364,
1872;Utrecht;10722,
1872;Amsterdam;11150,
1872;Nijverdal;10806,
1872;Almelo;11053,
1872;Borne;10326,
1872;Vriezenveen;10643,
1872;Wierden;10676,
1872;Enschede;10364,
1892;Assen;10522,
1892;Delft;10928,
1892;IJmuiden;10620,
1892;Helmond;10932,
1892;Oude Pekela;10848,
1892;Oude Pekela;10848,
1893;Noordwolde;10425,
1893;Zuidlaren;10002,
1893;Den Helder;10285,
1893;Havelte;10186,
1893;Midwolda;10356,
1893;Oude Pekela;10848,
1893;De Knipe;10999,
1893;Zuidbroek;11282,
1893;Assen;10522,
1893;Odoorn;11320,
1893;Griendtsveen;11108,
1893;Nieuw-Buinen;10448,
1893;Exloärveen;11320,
1893;Amsterdam;11150,
1893;Amsterdam;11150,
1893;Amsterdam;11150,
1893;Beerta;11043,
1893;Nieuw-Buinen;10448,
1893;Noordbroek;10814,
1893;Zuidbroek;11282,
1893;Wildervank;10825,
1909;Amsterdam;11150,
1909;Bolsward;10865,
1909;Beerta;11043,
1909;Hilversum;11285,
1909;'s-Gravenhage;11434,
1909;Amsterdam;11150,
1912;Amsterdam;11150,
1912;Smallingerland;10405,
1912;Rotterdam;10345,
1912;Onstwedde;10610,
1912;Amsterdam;11150,
1897;Breda;10154,
1897;Breda;10154,
1897;Oud-Beyerland;,
1897;Asten;10478,
1897;Amsterdam;11150,
1897;Enschede;10364,
1897;Almelo;11053,
1897;Vuren;11376,
1897;Weesp;10773,
1897;Cadzand;11002,
1897;Nieuwolda;10126,
1897;Winschoten;10453,
1897;Meeden;10304,
1900;Amsterdam;11150,
1900;Sas van Gent;10704,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Nieuw-Buinen;10448,
1900;Terwispel;10005,
1900;Amsterdam;11150,
1900;Hoogeveen;10839,
1900;Amsterdam;11150,
1900;Bolsward;10865,
1900;Hoogeveen;10839,
1900;Nieuwehorne;10680,
1900;Oldeouwer;10086,
1900;Weststellingwerf;11322,
1900;Leiden;10702,
1901;Amsterdam;11150,
1901;Weststellingwerf;11322,
1901;Terwispel;10005,
1901;Tijnje;10005,
1901;Amsterdam;11150,
1901;Tolbert;10604,
1901;Emmer-Compascuum;11180,
1901;Nieuw-Weerdinge;11180,
1901;Lisse;10197,
1901;Vroomshoop;10395,
1901;Beerzerveld;11069,
1901;Steenwijkerwold;11347,
1901;Amsterdam;11150,
1901;Emmen;11180,
1901;Arnhem;10795,
1901;Doetinchem;10396,
1901;Almelo;11053,
1901;Groningen;10426,
1902;Haarlem;10357,
1902;Deventer;10899,
1902;Amsterdam;11150,
1904;Oude Pekela;10848,
1904;Wageningen;11010,
1904;Nieuw-Buinen;10448,
1904;Drachten;10405,
1904;Nieuwehorne;10680,
1904;Leuvenheim;10798,
1896;Amsterdam;11150,
1885;Weststellingwerf;11322,
1885;Leiden;10702,
1885;Heerenveen;10680,
1885;Lemsterland;10142,
1885;Weesperkarspel;10377,
1885;Schoterland;10680,
1886;Tilburg;10792,
1886;Oldeouwer;10086,
1886;Hilversum;11285,
1886;Enschede;10364,
1886;Maastricht;10182,
1886;Opsterland;10005,
1886;Scherpenzeel;11146,
1894;Doetinchem;10396,
1894;Limmel;10182,
1894;Amsterdam;11150,
1894;Rijssen;10358,
1894;Leiden;10702,
1899;Heiligerlee;10711,
1899;Zaandam;11044,
1899;Amsterdam;11150,
1899;Amsterdam;11150,
1899;Leiden;10702,
1899;Amsterdam;11150,
1899;Delft;10928,
1899;Leiden;10702,
1899;Amsterdam;11150,
1899;Amsterdam;11150,
1899;Amsterdam;11150,
1899;Slochteren;10747,
1899;Amsterdam;11150,
1905;'s-Gravenhage;11434,
1905;Doorwerth;11304,
1905;Groningen;10426,
1905;'s-Gravenhage;11434,
1905;'s-Hertogenbosch;10054,
1896;Rotterdam;10345,
1899;Deventer;10899,
1899;Amsterdam;11150,
1899;Amsterdam;11150,
1899;Almelo;11053,
1899;Amsterdam;11150,
1899;Breda;10154,
1899;Amsterdam;11150,
1899;Amsterdam;11150,
1899;Amsterdam;11150,
1899;Rotterdam;10345,
1899;Rotterdam;10345,
1899;Groningen;10426,
1899;Utrecht;10722,
1899;Almelo;11053,
1899;Haarlem;10357,
1899;Almelo;11053,
1899;Zaandam;11044,
1899;Oldeouwer;10086,
1899;Langstraat;,
1899;Oldeouwer;10086,
1899;Drachten;10405,
1899;Amsterdam;11150,
1899;Amsterdam;11150,
1899;Beetsterzwaag;10005,
1899;Knijpe;10680,
1899;Terwispel;10005,
1875;Haskerland;10022,
1875;Terwispel;10005,
1875;Amsterdam;11150,
1875;Vlissingen;10270,
1876;Amsterdam;11150,
1876;Amsterdam;11150,
1876;Amsterdam;11150,
1876;Amsterdam;11150,
1876;Terwispel;10005,
1876;Vroomshoop;10395,
1876;Amsterdam;11150,
1876;Beetsterzwaag;10005,
1876;Lienden;11093,
1876;Maastricht;10182,
1876;Amsterdam;11150,
1876;Zutphen;10254,
1876;Sloten;10867,
1876;Haskerland;10022,
1876;Terwispel;10005,
1876;Reeuwijk;10485,
1876;Rotterdam;10345,
1876;Enschede;10364,
1876;Sloten;10867,
1876;Amsterdam;11150,
1876;Leiden;10702,
1876;Krommenie;10373,
1913;Ferwerderadeel;11284,
1913;Anloo;10787,
1914;Valthermond;11320,
1914;Amsterdam;11150,
1914;'s-Hertogenbosch;10054,
1914;Amsterdam;11150,
1914;Apeldoorn;11075,
1900;Vlissingen;10270,
1900;Rotterdam;10345,
1900;Amsterdam;11150,
1900;Oude Tonge;10714,
1900;Amsterdam;11150,
1906;Enschede;10364,
1906;'s-Gravenhage;11434,
1906;'s-Gravenhage;11434,
1906;Amsterdam;11150,
1906;Rotterdam;10345,
1906;Waspik;10402,
1906;Veenendaal;11052,
1908;Rotterdam;10345,
1908;'s-Gravenhage;11434,
1908;'s-Gravenhage;11434,
1908;Oisterwijk;10103,
1908;Heerenveen;10680,
1908;Odoorn;11320,
1908;Nieuwe Pekela;10848,
1908;Vlagtwedde;11249,
1908;Nieuwe Pekela;10848,
1908;Rotterdam;10345,
1908;Hoogezand;10410,
1908;Amsterdam;11150,
1908;Haarlemmermeer;11387,
1879;Deventer;10899,
1880;Sloten;10867,
1880;Hoorn;11392,
1880;Beetsterzwaag;10005,
1880;?;,
1880;Munnekeburen;11322,
1880;Leiden;10702,
1880;Deventer;10899,
1880;Liempde;10390,
1880;Bergen op Zoom;11037,
1880;'s-Gravenhage;11434,
1880;Veenhuizen;10608,
1881;Scheveningen;11434,
1881;IJsselmuiden;10641,
1881;Lemsterland;10142,
1882;Hoorn;11392,
1882;Zaandam;11044,
1882;Noordwijk;10769,
1882;Scheveningen;11434,
1882;Valthermond;11320,
1882;Weerdingermond;11249,
1882;Scheveningen;11434,
1882;Leiden;10702,
1882;Egmond aan Zee;10421,
1882;Leiden;10702,
1882;Leiden;10702,
1882;Leiden;10702,
1882;Leiden;10702,
1883;Rotterdam;10345,
1883;Eindhoven;11298,
1883;Scheveningen;11434,
1883;Veenendaal;11052,
1883;Rotterdam;10345,
1883;overijssel;,
1883;Vroomshoop;10395,
1883;Weststellingwerf;11322,
1883;Westkapelle;10931,
1883;Amsterdam;11150,
1884;Steenwijk;10546,
1884;Schiedam;11260,
1884;Stiens;10851,
1884;Aalsmeer;11264,
1884;Stiens;10851,
1884;Winterswijk;11119,
1884;Zevenaar;10938,
1885;Amsterdam;11150,
1885;Amsterdam;11150,
1885;Spijk;10819,
1885;Amsterdam;11150,
1885;Pernis;11245,
1886;Amsterdam;11150,
1886;Amsterdam;11150,
1888;Almelo;11053,
1888;Appelscha;10836,
1888;drente;,
1888;Beetsterzwaag;10005,
1888;Jubbega;10680,
1888;Terwispel;10005,
1888;Donkerbroek;10836,
1888;Hoornsterzwaag;10680,
1888;Enschede;10364,
1889;Rotterdam;10345,
1889;'s-Hertogenbosch;10054,
1889;Maarn;10392,
1889;Musselkanaal;10610,
1889;Stadskanaal;10825,
1889;Ter Borg;11249,
1889;Appelscha;10836,
1889;Amsterdam;11150,
1889;Terwispel;10005,
1889;Sappemeer;10080,
1889;Smilde;11033,
1889;Goor;10076,
1889;Eindhoven;11298,
1889;Hilversum;11285,
1889;Ooststellingwerf;10836,
1889;Weststellingwerf;11322,
1889;Apeldoorn;11075,
1889;Oldeouwer;10086,
1889;Echten;10629,
1889;Kerkrade;10313,
1889;Haskerland;10022,
1889;Hardenberg;10174,
1889;Steenwijkerwold;11347,
1889;Diepenveen;10933,
1889;Nieuw-Buinen;10448,
1889;Beneden Knijpe;10680,
1889;Griendtsveen;11108,
1889;Beek;10408,
1889;Maarn;10392,
1889;Wouden;,
1889;Cromvoirt;10053,
1889;'s-Hertogenbosch;10054,
1889;Oude Pekela;10848,
1889;Rotterdam;10345,
1889;Klundert;10656,
1889;Amsterdam;11150,
1889;Amsterdam;11150,
1889;Rotterdam;10345,
1890;Groningen;10426,
1890;Uden;11141,
1890;Nijmegen;11209,
1890;Avereest;11190,
1890;Elst;11188,
1890;Heerenveen;10680,
1890;Vlagtwedde;11249,
1890;Amsterdam;11150,
1890;Beetsterzwaag;10005,
1890;Terwispel;10005,
1890;Wageningen;11010,
1890;Nijehaske;10022,
1890;Dieren;11355,
1890;Rheden;11355,
1890;Utrecht;10722,
1890;Rossum;10860,
1890;Appelscha;10836,
1890;Alem;11219,
1890;Haaften;10125,
1890;Het Bildt;10128,
1890;Tilburg;10792,
1890;Amsterdam;11150,
1890;Amsterdam;11150,
1890;Aengwirden;10680,
1890;Tjalleberd;10680,
1891;Het Bildt;10128,
1891;Amsterdam;11150,
1891;Nieuw-Buinen;10448,
1891;Nieuw Dordrecht;11180,
1891;Stadskanaal;10825,
1891;Wilnis;10365,
1891;Aengwirden;10680,
1891;Vianen;10887,
1891;Noordbroek;10814,
1891;Appelscha;10836,
1891;Dodewaard;10647,
1891;Culemborg;10342,
1891;Almelo;11053,
1891;Enschede;10364,
1891;Culemborg;10342,
1891;Renkum;11325,
1891;Amsterdam;11150,
1891;Groningen;10426,
1891;Arnhem;10795,
1891;Arnhem;10795,
1891;Almelo;11053,
1891;Wijkerpolder;10760,
1891;Tjalleberd;10680,
1892;Beverwijk;10272,
1892;Westerlee;11418,
1892;Uithuizen;11137,
1892;Usquert;11035,
1892;Scherpenzeel;11146,
1892;Aarle-Rixtel;10757,
1894;Amsterdam;11150,
1894;Amsterdam;11150,
1894;Blijham;10247,
1894;Rotterdam;10345,
1894;Blijham;10247,
1894;Amsterdam;11150,
1894;Amsterdam;11150,
1894;Amsterdam;11150,
1894;'s-Gravenhage;11434,
1894;Haarlem;10357,
1894;Amsterdam;11150,
1894;Montfoort;10033,
1894;Amsterdam;11150,
1894;Amsterdam;11150,
1894;Amsterdam;11150,
1894;Amsterdam;11150,
1894;Amsterdam;11150,
1895;Maastricht;10182,
1895;Amsterdam;11150,
1895;Amsterdam;11150,
1895;Amsterdam;11150,
1899;Rotterdam;10345,
1899;Amsterdam;11150,
1899;Amsterdam;11150,
1899;Amsterdam;11150,
1900;Oudehorne;10680,
1900;Amsterdam;11150,
1900;Leiden;10702,
1900;Dordrecht;11157,
1900;Rotterdam;10345,
1900;Tilburg;10792,
1900;Nij Beets;10005,
1900;Amsterdam;11150,
1900;Zaandam;11044,
1900;Charlois;10345,
1903;Breda;10154,
1903;Amersfoort;10948,
1903;Hilversum;11285,
1903;Tiel;10027,
1903;Amsterdam;11150,
1903;Sappemeer;10080,
1903;Kaatsheuvel;11259,
1903;Eexterveen;10787,
1903;Capelle a/d Ijssel;11248,
1903;Borne;10326,
1903;Nieuwe Pekela;10848,
1903;Ter Apel;11249,
1903;Wildervank;10825,
1903;Maassluis;10880,
1909;Helmond;10932,
1909;Amersfoort;10948,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Emmen;11180,
1909;Amsterdam;11150,
1912;Arum;10454,
1912;Pingjum;10454,
1912;Witmarsum;10454,
1912;'s-Gravenhage;11434,
1912;Dordrecht;11157,
1912;Amsterdam;11150,
1912;Veenendaal;11052,
1912;Baflo;10539,
1912;Rasquert;10539,
1912;Vrijenban;10928,
1912;Amsterdam;11150,
1912;Rotterdam;10345,
1912;Veendam;11292,
1912;'s-Hertogenbosch;10054,
1912;Rotterdam;10345,
1912;Breda;10154,
1912;Veenendaal;11052,
1913;Amsterdam;11150,
1913;Gouda;10302,
1913;Krimpen a/d Ijssel;10859,
1913;Gouda;10302,
1913;Amsterdam;11150,
1913;Amsterdam;11150,
1913;Rotterdam;10345,
1913;Maassluis;10880,
1913;Amsterdam;11150,
1895;Amsterdam;11150,
1895;'s-Gravenhage;11434,
1895;Amsterdam;11150,
1895;Amsterdam;11150,
1895;Amsterdam;11150,
1895;Zaandam;11044,
1895;Vaals;10007,
1895;Enschede;10364,
1895;Amsterdam;11150,
1895;Haarlem;10357,
1895;Amsterdam;11150,
1895;Amsterdam;11150,
1895;Beetsterzwaag;10005,
1895;Oldeouwer;10086,
1895;Wormerveer;10361,
1895;Boxmeer;11227,
1895;Emmer-Compascuum;11180,
1895;Katwijk;10707,
1895;Amsterdam;11150,
1895;Amsterdam;11150,
1895;Amsterdam;11150,
1895;Amsterdam;11150,
1895;Amsterdam;11150,
1895;Wormerveer;10361,
1895;Amsterdam;11150,
1895;Amsterdam;11150,
1895;Terneuzen;10704,
1895;Amsterdam;11150,
1895;'s-Gravenhage;11434,
1895;Domburg;10236,
1895;Wanneperveen;10546,
1895;Tilburg;10792,
1895;Leiden;10702,
1895;Leiden;10702,
1895;Amsterdam;11150,
1895;Amsterdam;11150,
1895;Amsterdam;11150,
1895;Alteveer;10839,
1895;Utrecht;10722,
1895;Middelburg;10483,
1895;Amsterdam;11150,
1895;Rotterdam;10345,
1895;Gorinchem;10942,
1895;Lemmer;10142,
1895;Amsterdam;11150,
1896;Maastricht;10182,
1896;Zutphen;10254,
1896;Enschede;10364,
1896;Gieterveen;10506,
1896;Amsterdam;11150,
1896;Assen;10522,
1896;Helmond;10932,
1896;Westervoort;11085,
1896;Amsterdam;11150,
1896;Amsterdam;11150,
1896;Amsterdam;11150,
1896;Amsterdam;11150,
1896;Kralingen;10345,
1896;Amsterdam;11150,
1896;Driel;10290,
1896;Druten;10068,
1896;Rotterdam;10345,
1896;Rotterdam;10345,
1896;Millingen;10072,
1896;Kampen;10253,
1896;Rotterdam;10345,
1896;Schiedam;11260,
1896;Maastricht;10182,
1896;Nieuwediep;10506,
1896;Amsterdam;11150,
1896;Helmond;10932,
1896;Nijmegen;11209,
1896;Zoutelande;10779,
1896;Hilversum;11285,
1896;Harlingen;10909,
1896;Beerta;11043,
1896;Deventer;10899,
1896;Hengelo;10359,
1896;Schiedam;11260,
1896;Schiedam;11260,
1896;Schiedam;11260,
1896;Leiden;10702,
1896;Schiedam;11260,
1896;Zaandam;11044,
1896;Amsterdam;11150,
1896;Enschede;10364,
1896;Zwolle;10093,
1896;Alphen a/d Rijn;10517,
1896;Rotterdam;10345,
1896;Amsterdam;11150,
1896;Tilburg;10792,
1896;Surhuisterveen;10199,
1896;Valthermond;11320,
1896;Akkrum;10140,
1896;Dordrecht;11157,
1896;Rotterdam;10345,
1914;Amsterdam;11150,
1914;Alkmaar;10527,
1914;Haren;11058,
1914;Gorinchem;10942,
1914;Leiden;10702,
1914;Oostzaan;11303,
1914;Veendam;11292,
1914;Opsterland;10005,
1914;Smallingerland;10405,
1914;Ooststellingwerf;10836,
1914;Weststellingwerf;11322,
1914;Rijswijk;11133,
1914;Rotterdam;10345,
1914;Rotterdam;10345,
1914;Nijmegen;11209,
1914;Zaandam;11044,
1914;Breda;10154,
1914;Katlijk;10680,
1914;Nieuwehorne;10680,
1914;Oudehorne;10680,
1914;Hoogezand;10410,
1914;Hengelo;10359,
1914;Harlingen;10909,
1914;Breda;10154,
1914;Amsterdam;11150,
1914;Amsterdam;11150,
1914;Middelburg;10483,
1897;Rotterdam;10345,
1897;Vierverlaten;10953,
1897;Scherpenzeel;11146,
1897;Almelo;11053,
1897;Rotterdam;10345,
1897;drente;,
1897;friesland;,
1897;Ermelo;10732,
1897;Hulst;11408,
1897;Utrecht;10722,
1897;Amsterdam;11150,
1897;Rotterdam;10345,
1897;Druten;10068,
1897;Almelo;11053,
1897;Steenwijkerwold;11347,
1897;'s-Gravenhage;11434,
1897;Utrecht;10722,
1897;Amsterdam;11150,
1897;'s-Gravenhage;11434,
1897;Amsterdam;11150,
1897;Utrecht;10722,
1897;Deventer;10899,
1897;Almelo;11053,
1897;Amsterdam;11150,
1897;Amsterdam;11150,
1897;Leiden;10702,
1897;Amsterdam;11150,
1897;Amsterdam;11150,
1897;Amsterdam;11150,
1897;Amsterdam;11150,
1897;Almelo;11053,
1897;Amsterdam;11150,
1897;Almelo;11053,
1897;Amsterdam;11150,
1897;Sappemeer;10080,
1897;Rotterdam;10345,
1897;hoekschewaard;,
1897;Scheveningen;11434,
1897;Rotterdam;10345,
1897;Almelo;11053,
1897;Rotterdam;10345,
1897;Nieuwe Pekela;10848,
1897;Amsterdam;11150,
1897;Almelo;11053,
1897;Tilburg;10792,
1897;Amsterdam;11150,
1897;Almelo;11053,
1897;Dordrecht;11157,
1897;Rotterdam;10345,
1897;Tiel;10027,
1897;Amsterdam;11150,
1897;Wormerveer;10361,
1897;Smilde;11033,
1897;Rotterdam;10345,
1897;Nieuwe Pekela;10848,
1897;Rotterdam;10345,
1897;Rhenen;10309,
1897;Almelo;11053,
1897;Opheusden;10916,
1897;Neede;10367,
1897;Zwolle;10093,
1897;Rotterdam;10345,
1897;Meppel;11204,
1897;Amsterdam;11150,
1897;Amsterdam;11150,
1897;Amsterdam;11150,
1897;'s-Gravenhage;11434,
1897;Amsterdam;11150,
1897;Bussum;10281,
1897;Amsterdam;11150,
1897;Amsterdam;11150,
1897;Kralingen;10345,
1897;Silvolde;10318,
1897;Rotterdam;10345,
1897;Amsterdam;11150,
1897;Utrecht;10722,
1898;Amsterdam;11150,
1898;Kralingen;10345,
1898;Rotterdam;10345,
1898;Leiden;10702,
1898;Sneek;11421,
1898;Nieuwediep;10506,
1898;Rotterdam;10345,
1898;Utrecht;10722,
1898;Obdam;11338,
1898;Haarlem;10357,
1898;Nijmegen;11209,
1898;Breda;10154,
1898;Rotterdam;10345,
1898;Lekkerkerk;10050,
1898;Amsterdam;11150,
1898;Rotterdam;10345,
1898;Almelo;11053,
1898;'s-Gravenhage;11434,
1898;Rotterdam;10345,
1898;Alteveer;10839,
1898;Westerlee;11418,
1898;Oude Pekela;10848,
1898;Alteveer;10839,
1898;Oldeouwer;10086,
1898;Rotterdam;10345,
1898;Hoogezand;10410,
1898;Valthermond;11320,
1898;IJzendoorn;10832,
1898;Steenwijk;10546,
1898;Alteveer;10839,
1898;Stobbega;10022,
1898;Breda;10154,
1898;Finsterwolde;10212,
1898;Hendrik Ido Ambacht;10416,
1898;Sneek;11421,
1898;Amsterdam;11150,
1898;Almelo;11053,
1898;Amsterdam;11150,
1898;Winschoten;10453,
1898;Delft;10928,
1898;Enschede;10364,
1898;Oosterhout;11280,
1898;Amsterdam;11150,
1899;Amsterdam;11150,
1899;Oldeouwer;10086,
1899;Amsterdam;11150,
1899;Amsterdam;11150,
1899;'s-Gravenhage;11434,
1899;Weerdingermond;11249,
1899;Amsterdam;11150,
1899;Koog aan de Zaan;10776,
1899;Amsterdam;11150,
1899;Goor;10076,
1899;Hilversum;11285,
1899;Sappemeer;10080,
1899;Arnhem;10795,
1899;Enschede;10364,
1899;Rotterdam;10345,
1899;Dordrecht;11157,
1899;Nieuwe Pekela;10848,
1899;Veendam;11292,
1899;Sappemeer;10080,
1899;Slochteren;10747,
1899;Amsterdam;11150,
1899;'s-Gravenhage;11434,
1899;Leeuwarden;11228,
1899;Baarn;11411,
1899;Oude Pekela;10848,
1899;'s-Gravenhage;11434,
1899;Amsterdam;11150,
1899;Zaandam;11044,
1899;Vlissingen;10270,
1899;Amsterdam;11150,
1899;IJmuiden;10620,
1899;Vlissingen;10270,
1899;Amsterdam;11150,
1899;Groningen;10426,
1899;Zaandam;11044,
1899;Wormerveer;10361,
1899;Haarlem;10357,
1899;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Breda;10154,
1900;Terwispel;10005,
1900;Boxtel;10083,
1900;Engelum;11144,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Leeuwarden;11228,
1900;Utrecht;10722,
1900;Apeldoorn;11075,
1912;Vreeswijk;10441,
1912;Alteveer;10839,
1912;Amsterdam;11150,
1912;Ruischerbrug;10979,
1912;Haarlem;10357,
1912;Rotterdam;10345,
1912;Rotterdam;10345,
1912;Rotterdam;10345,
1912;Leiden;10702,
1912;Rotterdam;10345,
1913;Alphen a/d Rijn;10517,
1913;Wildervank;10825,
1913;Hengelo;10359,
1913;Hoorn;11392,
1913;Tilburg;10792,
1913;Onstwedde;10610,
1913;Nieuwe Pekela;10848,
1913;Stadskanaal;10825,
1913;Tiel;10027,
1913;Meeden;10304,
1913;Amsterdam;11150,
1913;Meppel;11204,
1913;Naaldwijk;11418,
1913;Amsterdam;11150,
1913;Nieuwolda;10126,
1913;Amsterdam;11150,
1913;Noordbroek;10814,
1913;Termunten;11023,
1913;Amsterdam;11150,
1913;Ouder-Amstel;10998,
1913;Nieuwerkerk;10911,
1913;Amsterdam;11150,
1913;Groningen;10426,
1913;Amsterdam;11150,
1913;Slochteren;10747,
1916;Amsterdam;11150,
1916;Uden;11141,
1902;Haarlem;10357,
1902;Rosmalen;10970,
1902;Haarlem;10357,
1902;Rotterdam;10345,
1902;Eenrum;10904,
1902;Schiedam;11260,
1902;Schiedam;11260,
1902;Watergraafsmeer;11122,
1902;Amsterdam;11150,
1902;Druten;10068,
1902;Hilversum;11285,
1902;Amsterdam;11150,
1906;Amsterdam;11150,
1906;Amsterdam;11150,
1906;Terneuzen;10704,
1906;Almelo;11053,
1906;Emmen;11180,
1906;Gieten;10506,
1906;Odoorn;11320,
1906;Odoorn;11320,
1906;Odoorn;11320,
1906;Borger;10448,
1906;Onstwedde;10610,
1906;Den Ham;10395,
1906;Rotterdam;10345,
1906;Borger;10448,
1906;Amsterdam;11150,
1906;Sneek;11421,
1906;Groningen;10426,
1906;Utrecht;10722,
1906;Amsterdam;11150,
1906;Amsterdam;11150,
1906;Vlissingen;10270,
1906;Amsterdam;11150,
1906;Amsterdam;11150,
1906;Rotterdam;10345,
1906;Rotterdam;10345,
1907;Wageningen;11010,
1907;Amsterdam;11150,
1907;Beerta;11043,
1907;Vianen;10887,
1907;Amsterdam;11150,
1907;Amsterdam;11150,
1907;Krommenie;10373,
1907;Marsum;10886,
1907;Eindhoven;11298,
1907;Gestel;11298,
1907;Amsterdam;11150,
1900;Bodegraven;11091,
1900;Huizum;11228,
1900;Hechtel;,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Oldeouwer;10086,
1900;Steggerda;11322,
1900;Weststellingwerf;11322,
1900;Oldenzaal;11100,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Rhenen;10309,
1900;Amsterdam;11150,
1900;Vroomshoop;10395,
1900;Nieuwehorne;10680,
1900;Odoorn;11320,
1900;Sleen;10489,
1900;?;,
1900;Schoonebeek;11180,
1900;Weesp;10773,
1900;Stobbega;10022,
1900;Aalst;10959,
1900;Lisse;10197,
1900;Leiden;10702,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Groningen;10426,
1909;Rotterdam;10345,
1911;Enschede;10364,
1911;Haarlem;10357,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Velp;11355,
1911;Enschede;10364,
1911;Amsterdam;11150,
1911;Weesp;10773,
1909;Amsterdam;11150,
1909;Beek en Donk;10173,
1909;Hoorn;11392,
1909;Watergraafsmeer;11122,
1911;Amsterdam;11150,
1911;Arnhem;10795,
1911;Emmen;11180,
1911;Gouda;10302,
1911;Arnhem;10795,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1911;Weststellingwerf;11322,
1911;Wageningen;11010,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1911;Rotterdam;10345,
1904;'s-Gravenhage;11434,
1904;Het Reidland;10425,
1904;Vledderveen;11120,
1904;Groningen;10426,
1904;Amsterdam;11150,
1904;'s-Gravenhage;11434,
1906;'s-Gravenhage;11434,
1906;'s-Gravenhage;11434,
1905;Rotterdam;10345,
1905;Amsterdam;11150,
1905;'s-Gravenhage;11434,
1905;Muiden;10958,
1905;'s-Gravenhage;11434,
1905;Maarssen;10191,
1905;Winschoten;10453,
1905;Rotterdam;10345,
1905;Amsterdam;11150,
1905;Amsterdam;11150,
1905;Amsterdam;11150,
1905;Breda;10154,
1905;Amsterdam;11150,
1906;Amsterdam;11150,
1906;Gouda;10302,
1906;Amsterdam;11150,
1906;Purmerend;11066,
1906;Amsterdam;11150,
1906;Bergh;10350,
1906;Leiden;10702,
1906;Rijssen;10358,
1906;Helmond;10932,
1906;Baarn;11411,
1906;Amsterdam;11150,
1906;'s-Gravenhage;11434,
1908;Vlaardingen;10811,
1908;Borger;10448,
1908;Nijkerk;10446,
1908;Rotterdam;10345,
1908;Diemen;11039,
1908;Amsterdam;11150,
1908;Sliedrecht;11331,
1900;Rotterdam;10345,
1900;Amsterdam;11150,
1900;'s-Gravenhage;11434,
1900;Utrecht;10722,
1900;Overschie;10683,
1900;Amsterdam;11150,
1900;Winsum;11135,
1900;Terneuzen;10704,
1900;Rotterdam;10345,
1900;Rotterdam;10345,
1900;Amsterdam;11150,
1900;Hilversum;11285,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Rotterdam;10345,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Kortezwaag;10005,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Biervliet;10257,
1900;Rotterdam;10345,
1900;Borne;10326,
1900;Noordwolde;10425,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Wormerveer;10361,
1900;Edam;10884,
1900;Vroomshoop;10395,
1900;Amsterdam;11150,
1900;Utrecht;10722,
1900;Winschoten;10453,
1900;Beerzerveld;11069,
1900;Amsterdam;11150,
1900;Amsterdam;11150,
1900;Enschede;10364,
1900;Noordwolde;10425,
1900;Kaatsheuvel;11259,
1900;IJzendoorn;10832,
1900;Breda;10154,
1900;Harlingen;10909,
1901;Amsterdam;11150,
1901;Amsterdam;11150,
1901;Amsterdam;11150,
1901;Westerbroek;10410,
1901;Winschoten;10453,
1901;Noordwolde;10425,
1901;Amsterdam;11150,
1901;Zaandam;11044,
1901;Groningen;10426,
1903;Enschede;10364,
1903;Rotterdam;10345,
1903;Amsterdam;11150,
1903;Rotterdam;10345,
1903;Amsterdam;11150,
1903;Borne;10326,
1903;Amsterdam;11150,
1903;Rotterdam;10345,
1903;Rotterdam;10345,
1904;Groningen;10426,
1904;Amsterdam;11150,
1904;Amsterdam;11150,
1912;Het Bildt;10128,
1912;Rotterdam;10345,
1916;Dordrecht;11157,
1916;Delft;10928,
1916;Amsterdam;11150,
1916;Schiedam;11260,
1916;Utrecht;10722,
1916;Amsterdam;11150,
